Date,Area code,Indicator name,Area name,cases
14/03/2020,E06000039,Number of COVID-19 Daily lab-confirmed cases,Slough,2
14/03/2020,E06000031,Number of COVID-19 Daily lab-confirmed cases,Peterborough,2
14/03/2020,E06000024,Number of COVID-19 Daily lab-confirmed cases,North Somerset,2
14/03/2020,E06000023,Number of COVID-19 Daily lab-confirmed cases,"Bristol, City of",2
13/03/2020,E10000023,Number of COVID-19 Daily lab-confirmed cases,North Yorkshire,2
13/03/2020,E10000021,Number of COVID-19 Daily lab-confirmed cases,Northamptonshire,2
13/03/2020,E10000018,Number of COVID-19 Daily lab-confirmed cases,Leicestershire,2
13/03/2020,E09000031,Number of COVID-19 Daily lab-confirmed cases,Waltham Forest,2
13/03/2020,E08000030,Number of COVID-19 Daily lab-confirmed cases,Walsall,2
13/03/2020,E08000028,Number of COVID-19 Daily lab-confirmed cases,Sandwell,2
13/03/2020,E08000021,Number of COVID-19 Daily lab-confirmed cases,Newcastle upon Tyne,2
13/03/2020,E08000012,Number of COVID-19 Daily lab-confirmed cases,Liverpool,2
13/03/2020,E08000009,Number of COVID-19 Daily lab-confirmed cases,Trafford,2
13/03/2020,E08000008,Number of COVID-19 Daily lab-confirmed cases,Tameside,2
13/03/2020,E08000006,Number of COVID-19 Daily lab-confirmed cases,Salford,2
13/03/2020,E08000004,Number of COVID-19 Daily lab-confirmed cases,Oldham,2
13/03/2020,E06000049,Number of COVID-19 Daily lab-confirmed cases,Cheshire East,2
13/03/2020,E06000045,Number of COVID-19 Daily lab-confirmed cases,Southampton,2
13/03/2020,E06000043,Number of COVID-19 Daily lab-confirmed cases,Brighton and Hove,2
13/03/2020,E06000030,Number of COVID-19 Daily lab-confirmed cases,Swindon,2
13/03/2020,E06000026,Number of COVID-19 Daily lab-confirmed cases,Plymouth,2
13/03/2020,E06000024,Number of COVID-19 Daily lab-confirmed cases,North Somerset,2
12/03/2020,E10000018,Number of COVID-19 Daily lab-confirmed cases,Leicestershire,2
12/03/2020,E10000015,Number of COVID-19 Daily lab-confirmed cases,Hertfordshire,2
12/03/2020,E10000013,Number of COVID-19 Daily lab-confirmed cases,Gloucestershire,2
12/03/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,2
12/03/2020,E10000008,Number of COVID-19 Daily lab-confirmed cases,Devon,2
12/03/2020,E10000007,Number of COVID-19 Daily lab-confirmed cases,Derbyshire,2
12/03/2020,E09000029,Number of COVID-19 Daily lab-confirmed cases,Sutton,2
12/03/2020,E09000025,Number of COVID-19 Daily lab-confirmed cases,Newham,2
12/03/2020,E08000032,Number of COVID-19 Daily lab-confirmed cases,Bradford,2
12/03/2020,E08000026,Number of COVID-19 Daily lab-confirmed cases,Coventry,2
12/03/2020,E08000019,Number of COVID-19 Daily lab-confirmed cases,Sheffield,2
12/03/2020,E06000059,Number of COVID-19 Daily lab-confirmed cases,Dorset,2
12/03/2020,E06000041,Number of COVID-19 Daily lab-confirmed cases,Wokingham,2
12/03/2020,E06000037,Number of COVID-19 Daily lab-confirmed cases,West Berkshire,2
12/03/2020,E06000022,Number of COVID-19 Daily lab-confirmed cases,Bath and North East Somerset,2
12/03/2020,E06000021,Number of COVID-19 Daily lab-confirmed cases,Stoke-on-Trent,2
12/03/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,2
12/03/2020,E06000007,Number of COVID-19 Daily lab-confirmed cases,Warrington,2
12/03/2020,E06000006,Number of COVID-19 Daily lab-confirmed cases,Halton,2
11/03/2020,E10000032,Number of COVID-19 Daily lab-confirmed cases,West Sussex,2
11/03/2020,E10000031,Number of COVID-19 Daily lab-confirmed cases,Warwickshire,2
11/03/2020,E10000027,Number of COVID-19 Daily lab-confirmed cases,Somerset,2
11/03/2020,E10000019,Number of COVID-19 Daily lab-confirmed cases,Lincolnshire,2
11/03/2020,E10000017,Number of COVID-19 Daily lab-confirmed cases,Lancashire,2
11/03/2020,E10000013,Number of COVID-19 Daily lab-confirmed cases,Gloucestershire,2
11/03/2020,E09000031,Number of COVID-19 Daily lab-confirmed cases,Waltham Forest,2
11/03/2020,E09000019,Number of COVID-19 Daily lab-confirmed cases,Islington,2
11/03/2020,E09000017,Number of COVID-19 Daily lab-confirmed cases,Hillingdon,2
11/03/2020,E09000016,Number of COVID-19 Daily lab-confirmed cases,Havering,2
11/03/2020,E09000010,Number of COVID-19 Daily lab-confirmed cases,Enfield,2
11/03/2020,E08000033,Number of COVID-19 Daily lab-confirmed cases,Calderdale,2
11/03/2020,E08000028,Number of COVID-19 Daily lab-confirmed cases,Sandwell,2
11/03/2020,E08000026,Number of COVID-19 Daily lab-confirmed cases,Coventry,2
11/03/2020,E08000007,Number of COVID-19 Daily lab-confirmed cases,Stockport,2
11/03/2020,E08000001,Number of COVID-19 Daily lab-confirmed cases,Bolton,2
11/03/2020,E06000050,Number of COVID-19 Daily lab-confirmed cases,Cheshire West and Chester,2
11/03/2020,E06000015,Number of COVID-19 Daily lab-confirmed cases,Derby,2
11/03/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,2
10/03/2020,E10000029,Number of COVID-19 Daily lab-confirmed cases,Suffolk,2
10/03/2020,E10000027,Number of COVID-19 Daily lab-confirmed cases,Somerset,2
10/03/2020,E10000023,Number of COVID-19 Daily lab-confirmed cases,North Yorkshire,2
10/03/2020,E10000014,Number of COVID-19 Daily lab-confirmed cases,Hampshire,2
10/03/2020,E10000012,Number of COVID-19 Daily lab-confirmed cases,Essex,2
10/03/2020,E10000007,Number of COVID-19 Daily lab-confirmed cases,Derbyshire,2
10/03/2020,E09000030,Number of COVID-19 Daily lab-confirmed cases,Tower Hamlets,2
10/03/2020,E09000029,Number of COVID-19 Daily lab-confirmed cases,Sutton,2
10/03/2020,E09000019,Number of COVID-19 Daily lab-confirmed cases,Islington,2
10/03/2020,E09000018,Number of COVID-19 Daily lab-confirmed cases,Hounslow,2
10/03/2020,E09000017,Number of COVID-19 Daily lab-confirmed cases,Hillingdon,2
10/03/2020,E09000007,Number of COVID-19 Daily lab-confirmed cases,Camden,2
10/03/2020,E09000006,Number of COVID-19 Daily lab-confirmed cases,Bromley,2
10/03/2020,E09000004,Number of COVID-19 Daily lab-confirmed cases,Bexley,2
10/03/2020,E08000032,Number of COVID-19 Daily lab-confirmed cases,Bradford,2
10/03/2020,E08000017,Number of COVID-19 Daily lab-confirmed cases,Doncaster,2
10/03/2020,E08000004,Number of COVID-19 Daily lab-confirmed cases,Oldham,2
10/03/2020,E06000058,Number of COVID-19 Daily lab-confirmed cases,"Bournemouth, Christchurch and Poole",2
10/03/2020,E06000056,Number of COVID-19 Daily lab-confirmed cases,Central Bedfordshire,2
10/03/2020,E06000051,Number of COVID-19 Daily lab-confirmed cases,Shropshire,2
10/03/2020,E06000050,Number of COVID-19 Daily lab-confirmed cases,Cheshire West and Chester,2
10/03/2020,E06000045,Number of COVID-19 Daily lab-confirmed cases,Southampton,2
10/03/2020,E06000043,Number of COVID-19 Daily lab-confirmed cases,Brighton and Hove,2
10/03/2020,E06000041,Number of COVID-19 Daily lab-confirmed cases,Wokingham,2
10/03/2020,E06000040,Number of COVID-19 Daily lab-confirmed cases,Windsor and Maidenhead,2
10/03/2020,E06000015,Number of COVID-19 Daily lab-confirmed cases,Derby,2
10/03/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,2
10/03/2020,E06000004,Number of COVID-19 Daily lab-confirmed cases,Stockton-on-Tees,2
09/03/2020,E10000034,Number of COVID-19 Daily lab-confirmed cases,Worcestershire,2
09/03/2020,E10000032,Number of COVID-19 Daily lab-confirmed cases,West Sussex,2
09/03/2020,E10000021,Number of COVID-19 Daily lab-confirmed cases,Northamptonshire,2
09/03/2020,E10000016,Number of COVID-19 Daily lab-confirmed cases,Kent,2
09/03/2020,E10000015,Number of COVID-19 Daily lab-confirmed cases,Hertfordshire,2
09/03/2020,E10000002,Number of COVID-19 Daily lab-confirmed cases,Buckinghamshire,2
09/03/2020,E09000032,Number of COVID-19 Daily lab-confirmed cases,Wandsworth,2
09/03/2020,E09000030,Number of COVID-19 Daily lab-confirmed cases,Tower Hamlets,2
09/03/2020,E09000022,Number of COVID-19 Daily lab-confirmed cases,Lambeth,2
09/03/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,2
09/03/2020,E09000012,Number of COVID-19 Daily lab-confirmed cases,Hackney,2
09/03/2020,E09000004,Number of COVID-19 Daily lab-confirmed cases,Bexley,2
09/03/2020,E08000027,Number of COVID-19 Daily lab-confirmed cases,Dudley,2
09/03/2020,E08000018,Number of COVID-19 Daily lab-confirmed cases,Rotherham,2
09/03/2020,E08000003,Number of COVID-19 Daily lab-confirmed cases,Manchester,2
09/03/2020,E06000036,Number of COVID-19 Daily lab-confirmed cases,Bracknell Forest,2
09/03/2020,E06000025,Number of COVID-19 Daily lab-confirmed cases,South Gloucestershire,2
08/03/2020,E10000030,Number of COVID-19 Daily lab-confirmed cases,Surrey,2
08/03/2020,E10000015,Number of COVID-19 Daily lab-confirmed cases,Hertfordshire,2
08/03/2020,E09000032,Number of COVID-19 Daily lab-confirmed cases,Wandsworth,2
08/03/2020,E09000028,Number of COVID-19 Daily lab-confirmed cases,Southwark,2
08/03/2020,E09000020,Number of COVID-19 Daily lab-confirmed cases,Kensington and Chelsea,2
08/03/2020,E09000017,Number of COVID-19 Daily lab-confirmed cases,Hillingdon,2
08/03/2020,E09000007,Number of COVID-19 Daily lab-confirmed cases,Camden,2
08/03/2020,E08000015,Number of COVID-19 Daily lab-confirmed cases,Wirral,2
07/03/2020,E10000024,Number of COVID-19 Daily lab-confirmed cases,Nottinghamshire,2
07/03/2020,E10000015,Number of COVID-19 Daily lab-confirmed cases,Hertfordshire,2
07/03/2020,E09000033,Number of COVID-19 Daily lab-confirmed cases,Westminster,2
07/03/2020,E09000022,Number of COVID-19 Daily lab-confirmed cases,Lambeth,2
07/03/2020,E08000035,Number of COVID-19 Daily lab-confirmed cases,Leeds,2
07/03/2020,E08000004,Number of COVID-19 Daily lab-confirmed cases,Oldham,2
06/03/2020,E10000030,Number of COVID-19 Daily lab-confirmed cases,Surrey,2
06/03/2020,E10000024,Number of COVID-19 Daily lab-confirmed cases,Nottinghamshire,2
06/03/2020,E10000021,Number of COVID-19 Daily lab-confirmed cases,Northamptonshire,2
06/03/2020,E09000028,Number of COVID-19 Daily lab-confirmed cases,Southwark,2
06/03/2020,E09000027,Number of COVID-19 Daily lab-confirmed cases,Richmond upon Thames,2
06/03/2020,E09000024,Number of COVID-19 Daily lab-confirmed cases,Merton,2
06/03/2020,E09000016,Number of COVID-19 Daily lab-confirmed cases,Havering,2
06/03/2020,E09000013,Number of COVID-19 Daily lab-confirmed cases,Hammersmith and Fulham,2
06/03/2020,E06000052,Number of COVID-19 Daily lab-confirmed cases,Cornwall and Isles of Scilly,2
05/03/2020,E10000031,Number of COVID-19 Daily lab-confirmed cases,Warwickshire,2
05/03/2020,E10000017,Number of COVID-19 Daily lab-confirmed cases,Lancashire,2
05/03/2020,E10000016,Number of COVID-19 Daily lab-confirmed cases,Kent,2
05/03/2020,E10000006,Number of COVID-19 Daily lab-confirmed cases,Cumbria,2
05/03/2020,E09000017,Number of COVID-19 Daily lab-confirmed cases,Hillingdon,2
05/03/2020,E08000019,Number of COVID-19 Daily lab-confirmed cases,Sheffield,2
05/03/2020,E08000003,Number of COVID-19 Daily lab-confirmed cases,Manchester,2
05/03/2020,E06000058,Number of COVID-19 Daily lab-confirmed cases,"Bournemouth, Christchurch and Poole",2
04/03/2020,E10000031,Number of COVID-19 Daily lab-confirmed cases,Warwickshire,2
04/03/2020,E10000015,Number of COVID-19 Daily lab-confirmed cases,Hertfordshire,2
04/03/2020,E10000012,Number of COVID-19 Daily lab-confirmed cases,Essex,2
04/03/2020,E10000007,Number of COVID-19 Daily lab-confirmed cases,Derbyshire,2
04/03/2020,E09000030,Number of COVID-19 Daily lab-confirmed cases,Tower Hamlets,2
04/03/2020,E06000035,Number of COVID-19 Daily lab-confirmed cases,Medway,2
04/03/2020,E06000032,Number of COVID-19 Daily lab-confirmed cases,Luton,2
03/03/2020,E10000030,Number of COVID-19 Daily lab-confirmed cases,Surrey,2
03/03/2020,E10000019,Number of COVID-19 Daily lab-confirmed cases,Lincolnshire,2
03/03/2020,E10000006,Number of COVID-19 Daily lab-confirmed cases,Cumbria,2
03/03/2020,E08000012,Number of COVID-19 Daily lab-confirmed cases,Liverpool,2
03/03/2020,E08000010,Number of COVID-19 Daily lab-confirmed cases,Wigan,2
03/03/2020,E06000054,Number of COVID-19 Daily lab-confirmed cases,Wiltshire,2
02/03/2020,E10000031,Number of COVID-19 Daily lab-confirmed cases,Warwickshire,2
02/03/2020,E10000007,Number of COVID-19 Daily lab-confirmed cases,Derbyshire,2
02/03/2020,E09000007,Number of COVID-19 Daily lab-confirmed cases,Camden,2
01/03/2020,E10000032,Number of COVID-19 Daily lab-confirmed cases,West Sussex,2
01/03/2020,E10000017,Number of COVID-19 Daily lab-confirmed cases,Lancashire,2
25/02/2020,E09000028,Number of COVID-19 Daily lab-confirmed cases,Southwark,2
03/02/2020,E10000008,Number of COVID-19 Daily lab-confirmed cases,Devon,2
20/05/2020,E08000036,Number of COVID-19 Daily lab-confirmed cases,Wakefield,3
20/05/2020,E08000019,Number of COVID-19 Daily lab-confirmed cases,Sheffield,3
20/05/2020,E06000011,Number of COVID-19 Daily lab-confirmed cases,East Riding of Yorkshire,3
19/05/2020,E10000029,Number of COVID-19 Daily lab-confirmed cases,Suffolk,3
19/05/2020,E10000027,Number of COVID-19 Daily lab-confirmed cases,Somerset,3
19/05/2020,E10000002,Number of COVID-19 Daily lab-confirmed cases,Buckinghamshire,3
19/05/2020,E09000031,Number of COVID-19 Daily lab-confirmed cases,Waltham Forest,3
19/05/2020,E09000023,Number of COVID-19 Daily lab-confirmed cases,Lewisham,3
19/05/2020,E08000026,Number of COVID-19 Daily lab-confirmed cases,Coventry,3
19/05/2020,E08000021,Number of COVID-19 Daily lab-confirmed cases,Newcastle upon Tyne,3
19/05/2020,E08000006,Number of COVID-19 Daily lab-confirmed cases,Salford,3
19/05/2020,E08000005,Number of COVID-19 Daily lab-confirmed cases,Rochdale,3
19/05/2020,E08000003,Number of COVID-19 Daily lab-confirmed cases,Manchester,3
19/05/2020,E08000001,Number of COVID-19 Daily lab-confirmed cases,Bolton,3
19/05/2020,E06000058,Number of COVID-19 Daily lab-confirmed cases,"Bournemouth, Christchurch and Poole",3
19/05/2020,E06000052,Number of COVID-19 Daily lab-confirmed cases,Cornwall and Isles of Scilly,3
19/05/2020,E06000018,Number of COVID-19 Daily lab-confirmed cases,Nottingham,3
19/05/2020,E06000016,Number of COVID-19 Daily lab-confirmed cases,Leicester,3
18/05/2020,E10000034,Number of COVID-19 Daily lab-confirmed cases,Worcestershire,3
18/05/2020,E10000023,Number of COVID-19 Daily lab-confirmed cases,North Yorkshire,3
18/05/2020,E10000002,Number of COVID-19 Daily lab-confirmed cases,Buckinghamshire,3
18/05/2020,E09000026,Number of COVID-19 Daily lab-confirmed cases,Redbridge,3
18/05/2020,E09000013,Number of COVID-19 Daily lab-confirmed cases,Hammersmith and Fulham,3
18/05/2020,E09000009,Number of COVID-19 Daily lab-confirmed cases,Ealing,3
18/05/2020,E09000005,Number of COVID-19 Daily lab-confirmed cases,Brent,3
18/05/2020,E08000031,Number of COVID-19 Daily lab-confirmed cases,Wolverhampton,3
18/05/2020,E08000026,Number of COVID-19 Daily lab-confirmed cases,Coventry,3
18/05/2020,E08000023,Number of COVID-19 Daily lab-confirmed cases,South Tyneside,3
18/05/2020,E08000018,Number of COVID-19 Daily lab-confirmed cases,Rotherham,3
18/05/2020,E08000017,Number of COVID-19 Daily lab-confirmed cases,Doncaster,3
18/05/2020,E08000013,Number of COVID-19 Daily lab-confirmed cases,St. Helens,3
18/05/2020,E08000006,Number of COVID-19 Daily lab-confirmed cases,Salford,3
18/05/2020,E06000052,Number of COVID-19 Daily lab-confirmed cases,Cornwall and Isles of Scilly,3
18/05/2020,E06000045,Number of COVID-19 Daily lab-confirmed cases,Southampton,3
18/05/2020,E06000026,Number of COVID-19 Daily lab-confirmed cases,Plymouth,3
18/05/2020,E06000021,Number of COVID-19 Daily lab-confirmed cases,Stoke-on-Trent,3
18/05/2020,E06000019,Number of COVID-19 Daily lab-confirmed cases,"Herefordshire, County of",3
18/05/2020,E06000007,Number of COVID-19 Daily lab-confirmed cases,Warrington,3
18/05/2020,E06000006,Number of COVID-19 Daily lab-confirmed cases,Halton,3
17/05/2020,E10000030,Number of COVID-19 Daily lab-confirmed cases,Surrey,3
17/05/2020,E10000029,Number of COVID-19 Daily lab-confirmed cases,Suffolk,3
17/05/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,3
17/05/2020,E10000002,Number of COVID-19 Daily lab-confirmed cases,Buckinghamshire,3
17/05/2020,E09000025,Number of COVID-19 Daily lab-confirmed cases,Newham,3
17/05/2020,E08000027,Number of COVID-19 Daily lab-confirmed cases,Dudley,3
17/05/2020,E08000021,Number of COVID-19 Daily lab-confirmed cases,Newcastle upon Tyne,3
17/05/2020,E08000019,Number of COVID-19 Daily lab-confirmed cases,Sheffield,3
17/05/2020,E06000041,Number of COVID-19 Daily lab-confirmed cases,Wokingham,3
17/05/2020,E06000009,Number of COVID-19 Daily lab-confirmed cases,Blackpool,3
16/05/2020,E10000031,Number of COVID-19 Daily lab-confirmed cases,Warwickshire,3
16/05/2020,E10000023,Number of COVID-19 Daily lab-confirmed cases,North Yorkshire,3
16/05/2020,E10000013,Number of COVID-19 Daily lab-confirmed cases,Gloucestershire,3
16/05/2020,E09000017,Number of COVID-19 Daily lab-confirmed cases,Hillingdon,3
16/05/2020,E09000010,Number of COVID-19 Daily lab-confirmed cases,Enfield,3
16/05/2020,E09000008,Number of COVID-19 Daily lab-confirmed cases,Croydon,3
16/05/2020,E08000030,Number of COVID-19 Daily lab-confirmed cases,Walsall,3
16/05/2020,E08000029,Number of COVID-19 Daily lab-confirmed cases,Solihull,3
16/05/2020,E08000012,Number of COVID-19 Daily lab-confirmed cases,Liverpool,3
16/05/2020,E06000054,Number of COVID-19 Daily lab-confirmed cases,Wiltshire,3
16/05/2020,E06000052,Number of COVID-19 Daily lab-confirmed cases,Cornwall and Isles of Scilly,3
16/05/2020,E06000030,Number of COVID-19 Daily lab-confirmed cases,Swindon,3
16/05/2020,E06000020,Number of COVID-19 Daily lab-confirmed cases,Telford and Wrekin,3
15/05/2020,E10000006,Number of COVID-19 Daily lab-confirmed cases,Cumbria,3
15/05/2020,E09000032,Number of COVID-19 Daily lab-confirmed cases,Wandsworth,3
15/05/2020,E09000015,Number of COVID-19 Daily lab-confirmed cases,Harrow,3
15/05/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,3
15/05/2020,E08000022,Number of COVID-19 Daily lab-confirmed cases,North Tyneside,3
15/05/2020,E08000013,Number of COVID-19 Daily lab-confirmed cases,St. Helens,3
15/05/2020,E08000007,Number of COVID-19 Daily lab-confirmed cases,Stockport,3
15/05/2020,E06000038,Number of COVID-19 Daily lab-confirmed cases,Reading,3
15/05/2020,E06000037,Number of COVID-19 Daily lab-confirmed cases,West Berkshire,3
15/05/2020,E06000030,Number of COVID-19 Daily lab-confirmed cases,Swindon,3
15/05/2020,E06000020,Number of COVID-19 Daily lab-confirmed cases,Telford and Wrekin,3
15/05/2020,E06000015,Number of COVID-19 Daily lab-confirmed cases,Derby,3
14/05/2020,E10000013,Number of COVID-19 Daily lab-confirmed cases,Gloucestershire,3
14/05/2020,E09000032,Number of COVID-19 Daily lab-confirmed cases,Wandsworth,3
14/05/2020,E09000025,Number of COVID-19 Daily lab-confirmed cases,Newham,3
14/05/2020,E09000010,Number of COVID-19 Daily lab-confirmed cases,Enfield,3
14/05/2020,E08000034,Number of COVID-19 Daily lab-confirmed cases,Kirklees,3
14/05/2020,E08000031,Number of COVID-19 Daily lab-confirmed cases,Wolverhampton,3
14/05/2020,E08000011,Number of COVID-19 Daily lab-confirmed cases,Knowsley,3
14/05/2020,E06000039,Number of COVID-19 Daily lab-confirmed cases,Slough,3
14/05/2020,E06000035,Number of COVID-19 Daily lab-confirmed cases,Medway,3
14/05/2020,E06000015,Number of COVID-19 Daily lab-confirmed cases,Derby,3
14/05/2020,E06000014,Number of COVID-19 Daily lab-confirmed cases,York,3
13/05/2020,E09000027,Number of COVID-19 Daily lab-confirmed cases,Richmond upon Thames,3
13/05/2020,E09000022,Number of COVID-19 Daily lab-confirmed cases,Lambeth,3
13/05/2020,E09000005,Number of COVID-19 Daily lab-confirmed cases,Brent,3
13/05/2020,E08000029,Number of COVID-19 Daily lab-confirmed cases,Solihull,3
13/05/2020,E08000026,Number of COVID-19 Daily lab-confirmed cases,Coventry,3
13/05/2020,E06000057,Number of COVID-19 Daily lab-confirmed cases,Northumberland,3
13/05/2020,E06000037,Number of COVID-19 Daily lab-confirmed cases,West Berkshire,3
13/05/2020,E06000030,Number of COVID-19 Daily lab-confirmed cases,Swindon,3
13/05/2020,E06000020,Number of COVID-19 Daily lab-confirmed cases,Telford and Wrekin,3
13/05/2020,E06000017,Number of COVID-19 Daily lab-confirmed cases,Rutland,3
12/05/2020,E09000024,Number of COVID-19 Daily lab-confirmed cases,Merton,3
12/05/2020,E09000021,Number of COVID-19 Daily lab-confirmed cases,Kingston upon Thames,3
12/05/2020,E08000034,Number of COVID-19 Daily lab-confirmed cases,Kirklees,3
12/05/2020,E08000031,Number of COVID-19 Daily lab-confirmed cases,Wolverhampton,3
12/05/2020,E08000027,Number of COVID-19 Daily lab-confirmed cases,Dudley,3
12/05/2020,E08000011,Number of COVID-19 Daily lab-confirmed cases,Knowsley,3
12/05/2020,E06000046,Number of COVID-19 Daily lab-confirmed cases,Isle of Wight,3
12/05/2020,E06000041,Number of COVID-19 Daily lab-confirmed cases,Wokingham,3
12/05/2020,E06000030,Number of COVID-19 Daily lab-confirmed cases,Swindon,3
12/05/2020,E06000024,Number of COVID-19 Daily lab-confirmed cases,North Somerset,3
12/05/2020,E06000009,Number of COVID-19 Daily lab-confirmed cases,Blackpool,3
12/05/2020,E06000006,Number of COVID-19 Daily lab-confirmed cases,Halton,3
12/05/2020,E06000003,Number of COVID-19 Daily lab-confirmed cases,Redcar and Cleveland,3
11/05/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,3
11/05/2020,E09000008,Number of COVID-19 Daily lab-confirmed cases,Croydon,3
11/05/2020,E09000004,Number of COVID-19 Daily lab-confirmed cases,Bexley,3
11/05/2020,E09000003,Number of COVID-19 Daily lab-confirmed cases,Barnet,3
11/05/2020,E08000030,Number of COVID-19 Daily lab-confirmed cases,Walsall,3
11/05/2020,E06000058,Number of COVID-19 Daily lab-confirmed cases,"Bournemouth, Christchurch and Poole",3
11/05/2020,E06000052,Number of COVID-19 Daily lab-confirmed cases,Cornwall and Isles of Scilly,3
11/05/2020,E06000018,Number of COVID-19 Daily lab-confirmed cases,Nottingham,3
11/05/2020,E06000008,Number of COVID-19 Daily lab-confirmed cases,Blackburn with Darwen,3
11/05/2020,E06000007,Number of COVID-19 Daily lab-confirmed cases,Warrington,3
10/05/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,3
10/05/2020,E08000030,Number of COVID-19 Daily lab-confirmed cases,Walsall,3
10/05/2020,E08000028,Number of COVID-19 Daily lab-confirmed cases,Sandwell,3
10/05/2020,E08000027,Number of COVID-19 Daily lab-confirmed cases,Dudley,3
10/05/2020,E08000022,Number of COVID-19 Daily lab-confirmed cases,North Tyneside,3
10/05/2020,E08000018,Number of COVID-19 Daily lab-confirmed cases,Rotherham,3
10/05/2020,E08000012,Number of COVID-19 Daily lab-confirmed cases,Liverpool,3
10/05/2020,E08000005,Number of COVID-19 Daily lab-confirmed cases,Rochdale,3
10/05/2020,E06000056,Number of COVID-19 Daily lab-confirmed cases,Central Bedfordshire,3
10/05/2020,E06000055,Number of COVID-19 Daily lab-confirmed cases,Bedford,3
10/05/2020,E06000045,Number of COVID-19 Daily lab-confirmed cases,Southampton,3
10/05/2020,E06000039,Number of COVID-19 Daily lab-confirmed cases,Slough,3
10/05/2020,E06000038,Number of COVID-19 Daily lab-confirmed cases,Reading,3
10/05/2020,E06000026,Number of COVID-19 Daily lab-confirmed cases,Plymouth,3
10/05/2020,E06000013,Number of COVID-19 Daily lab-confirmed cases,North Lincolnshire,3
10/05/2020,E06000012,Number of COVID-19 Daily lab-confirmed cases,North East Lincolnshire,3
10/05/2020,E06000009,Number of COVID-19 Daily lab-confirmed cases,Blackpool,3
10/05/2020,E06000007,Number of COVID-19 Daily lab-confirmed cases,Warrington,3
10/05/2020,E06000005,Number of COVID-19 Daily lab-confirmed cases,Darlington,3
09/05/2020,E10000002,Number of COVID-19 Daily lab-confirmed cases,Buckinghamshire,3
09/05/2020,E09000032,Number of COVID-19 Daily lab-confirmed cases,Wandsworth,3
09/05/2020,E09000018,Number of COVID-19 Daily lab-confirmed cases,Hounslow,3
09/05/2020,E09000017,Number of COVID-19 Daily lab-confirmed cases,Hillingdon,3
09/05/2020,E08000037,Number of COVID-19 Daily lab-confirmed cases,Gateshead,3
09/05/2020,E08000028,Number of COVID-19 Daily lab-confirmed cases,Sandwell,3
09/05/2020,E08000021,Number of COVID-19 Daily lab-confirmed cases,Newcastle upon Tyne,3
09/05/2020,E08000014,Number of COVID-19 Daily lab-confirmed cases,Sefton,3
09/05/2020,E08000012,Number of COVID-19 Daily lab-confirmed cases,Liverpool,3
09/05/2020,E06000055,Number of COVID-19 Daily lab-confirmed cases,Bedford,3
09/05/2020,E06000036,Number of COVID-19 Daily lab-confirmed cases,Bracknell Forest,3
09/05/2020,E06000025,Number of COVID-19 Daily lab-confirmed cases,South Gloucestershire,3
09/05/2020,E06000019,Number of COVID-19 Daily lab-confirmed cases,"Herefordshire, County of",3
09/05/2020,E06000010,Number of COVID-19 Daily lab-confirmed cases,"Kingston upon Hull, City of",3
09/05/2020,E06000008,Number of COVID-19 Daily lab-confirmed cases,Blackburn with Darwen,3
09/05/2020,E06000002,Number of COVID-19 Daily lab-confirmed cases,Middlesbrough,3
08/05/2020,E10000032,Number of COVID-19 Daily lab-confirmed cases,West Sussex,3
08/05/2020,E10000013,Number of COVID-19 Daily lab-confirmed cases,Gloucestershire,3
08/05/2020,E10000002,Number of COVID-19 Daily lab-confirmed cases,Buckinghamshire,3
08/05/2020,E09000027,Number of COVID-19 Daily lab-confirmed cases,Richmond upon Thames,3
08/05/2020,E09000023,Number of COVID-19 Daily lab-confirmed cases,Lewisham,3
08/05/2020,E09000018,Number of COVID-19 Daily lab-confirmed cases,Hounslow,3
08/05/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,3
08/05/2020,E09000011,Number of COVID-19 Daily lab-confirmed cases,Greenwich,3
08/05/2020,E06000025,Number of COVID-19 Daily lab-confirmed cases,South Gloucestershire,3
08/05/2020,E06000020,Number of COVID-19 Daily lab-confirmed cases,Telford and Wrekin,3
08/05/2020,E06000013,Number of COVID-19 Daily lab-confirmed cases,North Lincolnshire,3
08/05/2020,E06000003,Number of COVID-19 Daily lab-confirmed cases,Redcar and Cleveland,3
07/05/2020,E10000011,Number of COVID-19 Daily lab-confirmed cases,East Sussex,3
07/05/2020,E09000031,Number of COVID-19 Daily lab-confirmed cases,Waltham Forest,3
07/05/2020,E09000029,Number of COVID-19 Daily lab-confirmed cases,Sutton,3
07/05/2020,E09000014,Number of COVID-19 Daily lab-confirmed cases,Haringey,3
07/05/2020,E08000030,Number of COVID-19 Daily lab-confirmed cases,Walsall,3
